Condigo da Loja;Função DRE;Resultado DRE
05101153;Resultado Financeiro;406,28
05101153;Provisão/Perda;-867,63
05101153;PPR;-163,63
05101153;IR/CSLL;-527,31
05101156;Provisão/Perda;-129,63
05101156;IR/CSLL;0,00
05101157;Receitas;3948,89
05101157;Impostos;-280,13
05101157;Custo;-2412,42
05101157;Despesa;-1139,25
05101157;Resultado Financeiro;449,96
05101157;Provisão/Perda;-713,86
05101157;PPR;-184,44
05101157;IR/CSLL;0,00
05101158;Receitas;3902,42
05101158;Impostos;-276,83
05101158;Custo;-2063,52
05101158;Despesa;-865,39
05101158;Resultado Financeiro;341,75
05101158;Provisão/Perda;-582,88
05101158;PPR;-145,11
05101158;IR/CSLL;-86,10
05101159;Receitas;2382,53
05101159;Impostos;-169,01
05101159;Custo;-2450,31
05101159;Despesa;-561,83
05101159;Resultado Financeiro;221,84
05101159;Provisão/Perda;-366,79
05101159;PPR;-101,22
05101159;IR/CSLL;0,00
05101161;Receitas;5302,92
05101161;Impostos;-376,18
05101161;Custo;-3532,56
05101161;Despesa;-794,10
05101161;Resultado Financeiro;313,66
05101161;Provisão/Perda;-506,49
05101161;PPR;-131,19
05101161;IR/CSLL;-76,56
05101162;Receitas;6865,79
05101162;Impostos;-487,05
05101162;Custo;-3066,05
05101162;Despesa;-997,94
05101162;Resultado Financeiro;394,18
05101162;Provisão/Perda;-607,32
05101162;PPR;-159,75
05101162;IR/CSLL;-538,58
05101163;Receitas;3032,99
05101163;Impostos;-215,15
05101163;Custo;-1012,32
05101163;Despesa;-607,56
05101163;Resultado Financeiro;239,98
05101163;Provisão/Perda;-394,39
05101163;PPR;-98,67
05101163;IR/CSLL;-262,06
05101165;Receitas;8094,19
05101165;Impostos;-574,19
05101165;Custo;-2902,68
05101165;Despesa;-1052,97
05101165;Resultado Financeiro;415,84
05101165;Provisão/Perda;-661,95
05101165;PPR;-177,17
05101165;IR/CSLL;-871,18
05101166;Receitas;2567,45
05101166;Impostos;-182,13
05101166;Custo;-1148,37
05101166;Despesa;-939,64
05101166;Resultado Financeiro;371,15
05101166;Provisão/Perda;-593,95
05101166;PPR;-150,01
05101166;IR/CSLL;0,00
05101167;Receitas;7119,98
05101167;Impostos;-505,08
05101167;Custo;-3631,27
05101167;Despesa;-1132,13
05101167;Resultado Financeiro;447,15
05101167;Provisão/Perda;-709,58
05101167;PPR;-182,34
05101167;IR/CSLL;-390,16
05101168;Receitas;6261,44
05101168;Impostos;-444,17
05101168;Custo;-4563,33
05101168;Despesa;-1196,49
05101168;Resultado Financeiro;472,42
05101168;Provisão/Perda;-726,36
05101168;PPR;-209,83
05101168;IR/CSLL;0,00
05101171;Receitas;9248,22
05101171;Impostos;-656,05
05101171;Custo;-3541,02
05101171;Despesa;-972,24
05101171;Resultado Financeiro;384,03
05101171;Provisão/Perda;-591,88
05101171;PPR;-156,52
05101171;IR/CSLL;-1030,24
05101172;Receitas;2250,38
05101172;Impostos;-159,64
05101172;Custo;-1954,99
05101172;Despesa;-561,57
05101172;Resultado Financeiro;221,82
05101172;Provisão/Perda;-400,41
05101172;PPR;-93,69
05101172;IR/CSLL;0,00
05101173;Receitas;5444,92
05101173;Impostos;-386,25
05101173;Custo;-2630,10
05101173;Despesa;-1080,82
05101173;Resultado Financeiro;426,84
05101173;Provisão/Perda;-678,69
05101173;PPR;-181,23
05101173;IR/CSLL;-253,69
05101174;Receitas;7044,54
05101174;Impostos;-499,73
05101174;Custo;-3233,69
05101174;Despesa;-1018,72
05101174;Resultado Financeiro;402,31
05101174;Provisão/Perda;-619,70
05101174;PPR;-171,38
05101174;IR/CSLL;-527,98
05101175;Receitas;5524,22
05101175;Impostos;-391,88
05101175;Custo;-2945,63
05101175;Despesa;-1067,01
05101175;Resultado Financeiro;421,46
05101175;Provisão/Perda;-648,83
05101175;PPR;-171,55
05101175;IR/CSLL;-199,91
05101176;Receitas;6367,21
05101176;Impostos;-451,68
05101176;Custo;-2042,95
05101176;Despesa;-1007,44
05101176;Resultado Financeiro;397,93
05101176;Provisão/Perda;-613,03
05101176;PPR;-159,79
05101176;IR/CSLL;-690,67
05101177;Receitas;6028,64
05101177;Impostos;-427,66
05101177;Custo;-3997,66
05101177;Despesa;-1025,43
05101177;Resultado Financeiro;404,85
05101177;Provisão/Perda;-623,56
05101177;PPR;-179,42
05101177;IR/CSLL;-49,85
05101178;Receitas;14356,10
05101178;Impostos;-1018,39
05101178;Custo;-7178,36
05101178;Despesa;-1056,36
05101178;Resultado Financeiro;417,18
05101178;Provisão/Perda;-663,99
05101178;PPR;-182,94
05101178;IR/CSLL;-1296,13
05101179;Receitas;6989,50
05101179;Impostos;-495,82
05101179;Custo;-4272,34
05101179;Despesa;-1107,07
05101179;Resultado Financeiro;437,25
05101179;Provisão/Perda;-672,85
05101179;PPR;-183,47
05101179;IR/CSLL;-192,81
05101180;Receitas;5141,06
05101180;Impostos;-364,70
05101180;Custo;-3638,40
05101180;Despesa;-1067,23
05101180;Resultado Financeiro;421,40
05101180;Provisão/Perda;-670,41
05101180;PPR;-187,05
05101180;IR/CSLL;0,00
05101181;Receitas;3550,52
05101181;Impostos;-251,87
05101181;Custo;-3480,89
05101181;Despesa;-1019,35
05101181;Resultado Financeiro;402,56
05101181;Provisão/Perda;-620,08
05101181;PPR;-177,83
05101181;IR/CSLL;0,00
05101182;Receitas;4605,23
05101182;Impostos;-326,69
05101182;Custo;-2012,15
05101182;Despesa;-1019,86
05101182;Resultado Financeiro;402,84
05101182;Provisão/Perda;-642,17
05101182;PPR;-163,72
05101182;IR/CSLL;-233,94
05101183;Receitas;3090,10
05101183;Impostos;-219,21
05101183;Custo;-4416,59
05101183;Despesa;-908,81
05101183;Resultado Financeiro;358,97
05101183;Provisão/Perda;-609,09
05101183;PPR;-148,90
05101183;IR/CSLL;0,00
05101184;Receitas;472,19
05101184;Impostos;-33,50
05101184;Custo;-3037,41
05101184;Despesa;-1083,62
05101184;Resultado Financeiro;427,98
05101184;Provisão/Perda;-658,76
05101184;PPR;-209,99
05101184;IR/CSLL;0,00
05101185;Receitas;7416,54
05101185;Impostos;-526,12
05101185;Custo;-2990,84
05101185;Despesa;-995,72
05101185;Resultado Financeiro;393,30
05101185;Provisão/Perda;-605,99
05101185;PPR;-161,35
05101185;IR/CSLL;-701,65
05101186;Receitas;2608,61
05101186;Impostos;-185,05
05101186;Custo;-2027,05
05101186;Despesa;-581,15
05101186;Resultado Financeiro;229,51
05101186;Provisão/Perda;-378,46
05101186;PPR;-100,54
05101186;IR/CSLL;0,00
05101188;Receitas;3251,83
05101188;Impostos;-230,68
05101188;Custo;-2013,20
05101188;Despesa;-563,04
05101188;Resultado Financeiro;222,40
05101188;Provisão/Perda;-345,96
05101188;PPR;-92,10
05101188;IR/CSLL;-63,58
05101192;Receitas;4118,00
05101192;Impostos;-292,12
05101192;Custo;-3594,12
05101192;Despesa;-1164,93
05101192;Resultado Financeiro;460,10
05101192;Provisão/Perda;-707,62
05101192;PPR;-220,44
05101192;IR/CSLL;0,00
05101193;Receitas;3377,33
05101193;Impostos;-239,58
05101193;Custo;-1626,42
05101193;Despesa;-1134,12
05101193;Resultado Financeiro;447,97
05101193;Provisão/Perda;-689,16
05101193;PPR;-181,35
05101193;IR/CSLL;0,00
05101194;Receitas;4777,74
05101194;Impostos;-338,92
05101194;Custo;-2935,45
05101194;Despesa;-1104,10
05101194;Resultado Financeiro;436,07
05101194;Provisão/Perda;-671,07
05101194;PPR;-181,67
05101194;IR/CSLL;0,00
05101196;Receitas;3209,05
05101196;Impostos;-227,64
05101196;Custo;-5274,64
05101196;Despesa;-1056,06
05101196;Resultado Financeiro;416,99
05101196;Provisão/Perda;-663,70
05101196;PPR;-182,84
05101196;IR/CSLL;0,00
05101197;Receitas;3471,45
05101197;Impostos;-246,26
05101197;Custo;-1449,36
05101197;Despesa;-1063,69
05101197;Resultado Financeiro;420,15
05101197;Provisão/Perda;-668,51
05101197;PPR;-168,71
05101197;IR/CSLL;-81,84
05101198;Receitas;5742,18
05101198;Impostos;-407,34
05101198;Custo;-3698,64
05101198;Despesa;-834,02
05101198;Resultado Financeiro;329,43
05101198;Provisão/Perda;-508,81
05101198;PPR;-135,08
05101198;IR/CSLL;-135,27
05101199;Receitas;7426,49
05101199;Impostos;-526,82
05101199;Custo;-3844,70
05101199;Despesa;-1066,86
05101199;Resultado Financeiro;421,33
05101199;Provisão/Perda;-648,63
05101199;PPR;-179,86
05101199;IR/CSLL;-438,48
05101200;Receitas;3765,47
05101200;Impostos;-267,12
05101200;Custo;-2278,05
05101200;Despesa;-915,12
05101200;Resultado Financeiro;361,46
05101200;Provisão/Perda;-579,22
05101200;PPR;-147,95
05101200;IR/CSLL;0,00
05101201;Receitas;4047,53
05101201;Impostos;-287,12
05101201;Custo;-1872,55
05101201;Despesa;-875,65
05101201;Resultado Financeiro;345,87
05101201;Provisão/Perda;-533,83
05101201;PPR;-141,69
05101201;IR/CSLL;-189,31
05101202;Receitas;2115,84
05101202;Impostos;-150,09
05101202;Custo;-2786,54
05101202;Despesa;-1013,42
05101202;Resultado Financeiro;400,22
05101202;Provisão/Perda;-616,51
05101202;PPR;-170,05
05101202;IR/CSLL;0,00
05101203;Receitas;1788,57
05101203;Impostos;-126,88
05101203;Custo;-2452,81
05101203;Despesa;-1017,57
05101203;Resultado Financeiro;401,86
05101203;Provisão/Perda;-619,01
05101203;PPR;-169,73
05101203;IR/CSLL;0,00
05101204;Receitas;8017,64
05101204;Impostos;-568,76
05101204;Custo;-3666,63
05101204;Despesa;-889,09
05101204;Resultado Financeiro;351,07
05101204;Provisão/Perda;-541,74
05101204;PPR;-158,96
05101204;IR/CSLL;-705,45
05101205;Receitas;6019,36
05101205;Impostos;-427,00
05101205;Custo;-4221,47
05101205;Despesa;-1021,74
05101205;Resultado Financeiro;403,54
05101205;Provisão/Perda;-676,90
05101205;PPR;-170,42
05101205;IR/CSLL;0,00
05101206;Receitas;3300,26
05101206;Impostos;-234,11
05101206;Custo;-4030,91
05101206;Despesa;-580,14
05101206;Resultado Financeiro;229,00
05101206;Provisão/Perda;-411,35
05101206;PPR;-116,58
05101206;IR/CSLL;0,00
05101207;Receitas;3461,92
05101207;Impostos;-245,58
05101207;Custo;-3286,55
05101207;Despesa;-558,48
05101207;Resultado Financeiro;220,52
05101207;Provisão/Perda;-398,44
05101207;PPR;-107,12
05101207;IR/CSLL;0,00
05101208;Receitas;3986,28
05101208;Impostos;-282,78
05101208;Custo;-2221,81
05101208;Despesa;-591,13
05101208;Resultado Financeiro;233,45
05101208;Provisão/Perda;-418,12
05101208;PPR;-103,45
05101208;IR/CSLL;-167,09
05101209;Receitas;4326,72
05101209;Impostos;-306,93
05101209;Custo;-3053,15
05101209;Despesa;-567,43
05101209;Resultado Financeiro;224,09
05101209;Provisão/Perda;-403,87
05101209;PPR;-105,29
05101209;IR/CSLL;-31,66
05101210;Receitas;2912,04
05101210;Impostos;-206,57
05101210;Custo;-2115,27
05101210;Despesa;-595,94
05101210;Resultado Financeiro;235,32
05101210;Provisão/Perda;-420,95
05101210;PPR;-106,14
05101210;IR/CSLL;0,00
05101212;Receitas;2329,04
05101212;Impostos;-165,22
05101212;Custo;-6676,16
05101212;Despesa;-589,58
05101212;Resultado Financeiro;232,80
05101212;Provisão/Perda;-417,13
05101212;PPR;-105,13
05101212;IR/CSLL;0,00
05101213;Receitas;7314,85
05101213;Impostos;-518,90
05101213;Custo;-1446,98
05101213;Despesa;-517,50
05101213;Resultado Financeiro;204,41
05101213;Provisão/Perda;-373,93
05101213;PPR;-89,49
05101213;IR/CSLL;-1268,18
05101214;Receitas;2540,13
05101214;Impostos;-180,19
05101214;Custo;-1919,49
05101214;Despesa;-597,34
05101214;Resultado Financeiro;235,90
05101214;Provisão/Perda;-421,85
05101214;PPR;-105,90
05101214;IR/CSLL;0,00
05101215;Receitas;2459,34
05101215;Impostos;-174,46
05101215;Custo;-3803,43
05101215;Despesa;-1050,72
05101215;Resultado Financeiro;414,88
05101215;Provisão/Perda;-638,82
05101215;PPR;-183,81
05101215;IR/CSLL;0,00
05101216;Receitas;5812,22
05101216;Impostos;-412,31
05101216;Custo;-3019,54
05101216;Despesa;-584,81
05101216;Resultado Financeiro;230,85
05101216;Provisão/Perda;-414,15
05101216;PPR;-111,73
05101216;IR/CSLL;-416,17
05101217;Receitas;4741,42
05101217;Impostos;-336,35
05101217;Custo;-3883,07
05101217;Despesa;-563,07
05101217;Resultado Financeiro;222,33
05101217;Provisão/Perda;-401,20
05101217;PPR;-115,26
05101217;IR/CSLL;0,00
05101218;Receitas;0,38
05101218;Impostos;-0,03
05101218;Custo;-12916,87
05101218;Despesa;-924,58
05101218;Resultado Financeiro;365,13
05101218;Provisão/Perda;-563,12
05101218;PPR;-190,82
05101218;IR/CSLL;0,00
05101220;Receitas;1798,45
05101220;Impostos;-127,58
05101220;Custo;-3438,99
05101220;Despesa;-1043,03
05101220;Resultado Financeiro;411,91
05101220;Provisão/Perda;-634,31
05101220;PPR;-204,37
05101220;IR/CSLL;0,00
05101221;Receitas;4161,78
05101221;Impostos;-295,23
05101221;Custo;-1799,72
05101221;Despesa;-1050,44
05101221;Resultado Financeiro;414,88
05101221;Provisão/Perda;-638,82
05101221;PPR;-170,85
05101221;IR/CSLL;-172,41
05101223;Receitas;3785,87
05101223;Impostos;-268,56
05101223;Custo;-2448,81
05101223;Despesa;-567,40
05101223;Resultado Financeiro;224,12
05101223;Provisão/Perda;-348,59
05101223;PPR;-98,16
05101223;IR/CSLL;-77,23
05101224;Receitas;2480,70
05101224;Impostos;-175,98
05101224;Custo;-2141,61
05101224;Despesa;-559,09
05101224;Resultado Financeiro;220,72
05101224;Provisão/Perda;-343,42
05101224;PPR;-98,94
05101224;IR/CSLL;0,00
05101225;Receitas;3241,26
05101225;Impostos;-229,93
05101225;Custo;-2252,19
05101225;Despesa;-563,54
05101225;Resultado Financeiro;222,48
05101225;Provisão/Perda;-346,09
05101225;PPR;-102,93
05101225;IR/CSLL;0,00
05101226;Receitas;3273,47
05101226;Impostos;-232,21
05101226;Custo;-2981,02
05101226;Despesa;-562,68
05101226;Resultado Financeiro;222,22
05101226;Provisão/Perda;-345,69
05101226;PPR;-98,72
05101226;IR/CSLL;0,00
05101227;Receitas;3209,89
05101227;Impostos;-227,70
05101227;Custo;-3939,37
05101227;Despesa;-581,02
05101227;Resultado Financeiro;229,31
05101227;Provisão/Perda;-356,49
05101227;PPR;-111,73
05101227;IR/CSLL;0,00
05101228;Receitas;10586,10
05101228;Impostos;-750,96
05101228;Custo;-8362,76
05101228;Despesa;-1018,56
05101228;Resultado Financeiro;402,29
05101228;Provisão/Perda;-641,33
05101228;PPR;-174,80
05101228;IR/CSLL;-11,09
05101229;Receitas;3508,48
05101229;Impostos;-248,88
05101229;Custo;-5662,56
05101229;Despesa;-1037,77
05101229;Resultado Financeiro;409,87
05101229;Provisão/Perda;-631,20
05101229;PPR;-173,45
05101229;IR/CSLL;0,00
05101230;Receitas;2463,23
05101230;Impostos;-174,74
05101230;Custo;-3261,41
05101230;Despesa;-562,04
05101230;Resultado Financeiro;221,82
05101230;Provisão/Perda;-366,75
05101230;PPR;-113,33
05101230;IR/CSLL;0,00
05101231;Receitas;1751,23
05101231;Impostos;-124,23
05101231;Custo;-1301,64
05101231;Despesa;-562,56
05101231;Resultado Financeiro;222,17
05101231;Provisão/Perda;-367,29
05101231;PPR;-95,28
05101231;IR/CSLL;0,00
05101232;Receitas;1956,84
05101232;Impostos;-138,81
05101232;Custo;-1539,42
05101232;Despesa;-563,21
05101232;Resultado Financeiro;222,43
05101232;Provisão/Perda;-367,68
05101232;PPR;-93,57
05101232;IR/CSLL;0,00
05101234;Receitas;2379,29
05101234;Impostos;-168,78
05101234;Custo;-2078,56
05101234;Despesa;-563,61
05101234;Resultado Financeiro;222,59
05101234;Provisão/Perda;-401,58
05101234;PPR;-102,37
05101234;IR/CSLL;0,00
05101235;Receitas;2977,14
05101235;Impostos;-211,19
05101235;Custo;-3244,49
05101235;Despesa;-562,04
05101235;Resultado Financeiro;221,82
05101235;Provisão/Perda;-400,41
05101235;PPR;-108,23
05101235;IR/CSLL;0,00
05101236;Receitas;1981,90
05101236;Impostos;-140,59
05101236;Custo;-2939,14
05101236;Despesa;-562,43
05101236;Resultado Financeiro;222,12
05101236;Provisão/Perda;-400,87
05101236;PPR;-107,29
05101236;IR/CSLL;0,00
05101237;Receitas;3021,82
05101237;Impostos;-214,36
05101237;Custo;-2264,56
05101237;Despesa;-583,03
05101237;Resultado Financeiro;230,29
05101237;Provisão/Perda;-379,65
05101237;PPR;-102,20
05101237;IR/CSLL;0,00
05101238;Receitas;2084,81
05101238;Impostos;-147,89
05101238;Custo;-1632,66
05101238;Despesa;-559,91
05101238;Resultado Financeiro;221,08
05101238;Provisão/Perda;-399,30
05101238;PPR;-99,45
05101238;IR/CSLL;0,00
05101239;Receitas;2084,71
05101239;Impostos;-147,88
05101239;Custo;-3650,93
05101239;Despesa;-556,16
05101239;Resultado Financeiro;219,60
05101239;Provisão/Perda;-363,39
05101239;PPR;-133,36
05101239;IR/CSLL;0,00
05101241;Receitas;2847,36
05101241;Impostos;-201,99
05101241;Custo;-2531,06
05101241;Despesa;-28,74
05101241;Resultado Financeiro;11,32
05101241;Provisão/Perda;-24,82
05101241;PPR;-42,67
05101241;IR/CSLL;-8,15
05101242;Receitas;499,41
05101242;Impostos;-35,43
05101242;Custo;-2629,44
05101242;Despesa;-551,91
05101242;Resultado Financeiro;217,96
05101242;Provisão/Perda;-394,55
05101242;PPR;-125,17
05101242;IR/CSLL;0,00
05101243;Receitas;1621,16
05101243;Impostos;-115,00
05101243;Custo;-4012,77
05101243;Despesa;-1014,21
05101243;Resultado Financeiro;400,49
05101243;Provisão/Perda;-616,93
05101243;PPR;-207,45
05101243;IR/CSLL;0,00
05101244;Receitas;1853,32
05101244;Impostos;-131,47
05101244;Custo;-1473,64
05101244;Despesa;-859,21
05101244;Resultado Financeiro;339,34
05101244;Provisão/Perda;-523,89
05101244;PPR;-140,03
05101244;IR/CSLL;0,00
05101245;Receitas;471,59
05101245;Impostos;-33,45
05101245;Custo;-2697,12
05101245;Despesa;-538,72
05101245;Resultado Financeiro;212,75
05101245;Provisão/Perda;-352,96
05101245;PPR;-122,10
05101245;IR/CSLL;0,00
05101246;Receitas;3536,19
05101246;Impostos;-250,85
05101246;Custo;-1376,78
05101246;Despesa;-970,99
05101246;Resultado Financeiro;383,46
05101246;Provisão/Perda;-586,29
05101246;PPR;-161,50
05101246;IR/CSLL;-158,99
05101248;Provisão/Perda;-2,88
05101248;IR/CSLL;0,00
05101253;Provisão/Perda;-2,88
05101253;IR/CSLL;0,00
05101255;Provisão/Perda;-2,88
05101255;IR/CSLL;0,00
05101256;Provisão/Perda;-2,88
05101256;IR/CSLL;0,00
05101257;Provisão/Perda;-2,88
05101257;IR/CSLL;0,00
05300001;Receitas;9844,57
05300001;Impostos;-698,35
05300001;Custo;-5020,78
05300001;Despesa;-909,51
05300001;Resultado Financeiro;359,18
05300001;Provisão/Perda;-575,74
05300001;PPR;-155,39
05300001;IR/CSLL;-788,78
05300003;Receitas;6766,83
05300003;Impostos;-480,03
05300003;Custo;-6552,23
05300003;Despesa;-698,63
05300003;Resultado Financeiro;275,95
05300003;Provisão/Perda;-427,45
05300003;PPR;-116,40
05300003;IR/CSLL;0,00
05300004;Receitas;12039,98
05300004;Impostos;-854,09
05300004;Custo;-10395,10
05300004;Despesa;-710,25
05300004;Resultado Financeiro;280,51
05300004;Provisão/Perda;-456,05
05300004;PPR;-128,92
05300004;IR/CSLL;0,00
05300006;Receitas;4514,22
05300006;Impostos;-320,23
05300006;Custo;-2528,34
05300006;Despesa;-900,03
05300006;Resultado Financeiro;355,43
05300006;Provisão/Perda;-570,04
05300006;PPR;-153,04
05300006;IR/CSLL;-110,38
05300007;Receitas;8622,21
05300007;Impostos;-611,64
05300007;Custo;-5439,38
05300007;Despesa;-1066,77
05300007;Resultado Financeiro;421,33
05300007;Provisão/Perda;-648,63
05300007;PPR;-178,67
05300007;IR/CSLL;-304,66
05300008;Receitas;8711,53
05300008;Impostos;-617,98
05300008;Custo;-5157,61
05300008;Despesa;-961,10
05300008;Resultado Financeiro;379,55
05300008;Provisão/Perda;-585,07
05300008;PPR;-162,73
05300008;IR/CSLL;-445,59
05300009;Receitas;8832,41
05300009;Impostos;-626,55
05300009;Custo;-5321,11
05300009;Despesa;-853,36
05300009;Resultado Financeiro;336,99
05300009;Provisão/Perda;-520,32
05300009;PPR;-146,48
05300009;IR/CSLL;-471,94
05300010;Receitas;12511,88
05300010;Impostos;-887,57
05300010;Custo;-5980,73
05300010;Despesa;-912,22
05300010;Resultado Financeiro;360,28
05300010;Provisão/Perda;-577,42
05300010;PPR;-153,54
05300010;IR/CSLL;-1209,44
05300013;Receitas;9283,98
05300013;Impostos;-658,59
05300013;Custo;-4636,44
05300013;Despesa;-910,76
05300013;Resultado Financeiro;359,74
05300013;Provisão/Perda;-576,60
05300013;PPR;-147,25
05300013;IR/CSLL;-752,75
05300014;Receitas;10713,39
05300014;Impostos;-759,99
05300014;Custo;-6047,92
05300014;Despesa;-915,63
05300014;Resultado Financeiro;361,56
05300014;Provisão/Perda;-579,36
05300014;PPR;-161,57
05300014;IR/CSLL;-724,02
05300015;Receitas;10758,18
05300015;Impostos;-763,16
05300015;Custo;-7114,02
05300015;Despesa;-912,22
05300015;Resultado Financeiro;360,28
05300015;Provisão/Perda;-577,42
05300015;PPR;-160,95
05300015;IR/CSLL;-441,18
05300016;Receitas;7383,57
05300016;Impostos;-523,78
05300016;Custo;-6193,32
05300016;Despesa;-946,91
05300016;Resultado Financeiro;373,84
05300016;Provisão/Perda;-598,04
05300016;PPR;-176,46
05300016;IR/CSLL;0,00
05300017;Receitas;10441,40
05300017;Impostos;-740,69
05300017;Custo;-7125,30
05300017;Despesa;-912,41
05300017;Resultado Financeiro;360,28
05300017;Provisão/Perda;-577,42
05300017;PPR;-160,57
05300017;IR/CSLL;-356,48
05300018;Receitas;9977,98
05300018;Impostos;-707,82
05300018;Custo;-7813,01
05300018;Despesa;-912,22
05300018;Resultado Financeiro;360,28
05300018;Provisão/Perda;-577,42
05300018;PPR;-154,52
05300018;IR/CSLL;-48,05
05300019;Receitas;11596,08
05300019;Impostos;-822,60
05300019;Custo;-6169,76
05300019;Despesa;-930,23
05300019;Resultado Financeiro;367,36
05300019;Provisão/Perda;-588,19
05300019;PPR;-160,63
05300019;IR/CSLL;-913,05
05300020;Receitas;9964,95
05300020;Impostos;-706,89
05300020;Custo;-5476,76
05300020;Despesa;-912,22
05300020;Resultado Financeiro;360,28
05300020;Provisão/Perda;-577,42
05300020;PPR;-153,18
05300020;IR/CSLL;-693,03
05300021;Receitas;7536,41
05300021;Impostos;-534,62
05300021;Custo;-5292,44
05300021;Despesa;-792,67
05300021;Resultado Financeiro;313,02
05300021;Provisão/Perda;-505,52
05300021;PPR;-134,55
05300021;IR/CSLL;-163,54
05300023;Receitas;10274,11
05300023;Impostos;-728,83
05300023;Custo;-5197,52
05300023;Despesa;-792,98
05300023;Resultado Financeiro;313,15
05300023;Provisão/Perda;-505,71
05300023;PPR;-136,06
05300023;IR/CSLL;-894,78
05300026;Receitas;8709,72
05300026;Impostos;-617,85
05300026;Custo;-4925,43
05300026;Despesa;-965,62
05300026;Resultado Financeiro;381,38
05300026;Provisão/Perda;-643,18
05300026;PPR;-161,52
05300026;IR/CSLL;-492,99
05300027;Receitas;11630,89
05300027;Impostos;-825,07
05300027;Custo;-5899,94
05300027;Despesa;-997,93
05300027;Resultado Financeiro;394,14
05300027;Provisão/Perda;-662,59
05300027;PPR;-163,85
05300027;IR/CSLL;-963,98
05300028;Receitas;8681,22
05300028;Impostos;-615,83
05300028;Custo;-4619,72
05300028;Despesa;-898,80
05300028;Resultado Financeiro;354,98
05300028;Provisão/Perda;-569,36
05300028;PPR;-150,57
05300028;IR/CSLL;-605,16
05300029;Receitas;10075,31
05300029;Impostos;-714,72
05300029;Custo;-4793,54
05300029;Despesa;-806,59
05300029;Resultado Financeiro;318,56
05300029;Provisão/Perda;-513,94
05300029;PPR;-134,48
05300029;IR/CSLL;-951,48
05300030;Receitas;9840,11
05300030;Impostos;-698,04
05300030;Custo;-4728,19
05300030;Despesa;-912,13
05300030;Resultado Financeiro;360,28
05300030;Provisão/Perda;-611,08
05300030;PPR;-150,89
05300030;IR/CSLL;-859,81
05300031;Receitas;5766,46
05300031;Impostos;-409,06
05300031;Custo;-4366,22
05300031;Despesa;-778,01
05300031;Resultado Financeiro;307,20
05300031;Provisão/Perda;-496,66
05300031;PPR;-138,77
05300031;IR/CSLL;0,00
05300032;Receitas;10950,12
05300032;Impostos;-776,78
05300032;Custo;-5517,83
05300032;Despesa;-904,63
05300032;Resultado Financeiro;357,28
05300032;Provisão/Perda;-572,86
05300032;PPR;-151,36
05300032;IR/CSLL;-938,55
05300035;Receitas;10372,60
05300035;Impostos;-735,81
05300035;Custo;-5481,66
05300035;Despesa;-903,67
05300035;Resultado Financeiro;356,90
05300035;Provisão/Perda;-550,61
05300035;PPR;-154,00
05300035;IR/CSLL;-805,36
05300037;Receitas;19421,82
05300037;Impostos;-1377,75
05300037;Custo;-12774,96
05300037;Despesa;-913,82
05300037;Resultado Financeiro;360,91
05300037;Provisão/Perda;-578,38
05300037;PPR;-164,84
05300037;IR/CSLL;-1101,91
05300038;Receitas;10677,88
05300038;Impostos;-757,47
05300038;Custo;-3911,84
05300038;Despesa;-795,74
05300038;Resultado Financeiro;314,31
05300038;Provisão/Perda;-541,14
05300038;PPR;-129,50
05300038;IR/CSLL;-1346,96
05300039;Receitas;9382,82
05300039;Impostos;-665,60
05300039;Custo;-4437,88
05300039;Despesa;-912,56
05300039;Resultado Financeiro;360,45
05300039;Provisão/Perda;-577,68
05300039;PPR;-148,03
05300039;IR/CSLL;-832,48
05300042;Receitas;9176,65
05300042;Impostos;-650,97
05300042;Custo;-5861,28
05300042;Despesa;-965,81
05300042;Resultado Financeiro;381,48
05300042;Provisão/Perda;-588,01
05300042;PPR;-158,29
05300042;IR/CSLL;-369,92
05300043;Receitas;7720,09
05300043;Impostos;-547,65
05300043;Custo;-4824,64
05300043;Despesa;-965,81
05300043;Resultado Financeiro;381,48
05300043;Provisão/Perda;-588,01
05300043;PPR;-157,45
05300043;IR/CSLL;-282,35
05300044;Receitas;4771,31
05300044;Impostos;-338,47
05300044;Custo;-8380,17
05300044;Despesa;-966,18
05300044;Resultado Financeiro;381,48
05300044;Provisão/Perda;-588,01
05300044;PPR;-175,29
05300044;IR/CSLL;0,00
05300045;Receitas;5328,87
05300045;Impostos;-378,02
05300045;Custo;-2976,46
05300045;Despesa;-964,46
05300045;Resultado Financeiro;380,92
05300045;Provisão/Perda;-587,15
05300045;PPR;-156,72
05300045;IR/CSLL;-179,44
05300046;Receitas;7065,42
05300046;Impostos;-501,21
05300046;Custo;-5019,88
05300046;Despesa;-965,90
05300046;Resultado Financeiro;381,48
05300046;Provisão/Perda;-588,01
05300046;PPR;-160,72
05300046;IR/CSLL;-58,57
05300047;Receitas;10739,78
05300047;Impostos;-761,86
05300047;Custo;-7254,31
05300047;Despesa;-965,90
05300047;Resultado Financeiro;381,48
05300047;Provisão/Perda;-588,01
05300047;PPR;-160,72
05300047;IR/CSLL;-385,65
05300048;Receitas;10936,09
05300048;Impostos;-775,79
05300048;Custo;-8230,37
05300048;Despesa;-965,90
05300048;Resultado Financeiro;381,48
05300048;Provisão/Perda;-588,01
05300048;PPR;-162,67
05300048;IR/CSLL;-164,98
05300049;Receitas;7705,94
05300049;Impostos;-546,64
05300049;Custo;-8051,21
05300049;Despesa;-965,90
